LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
LN001080,31,88883,216201,349,34,19,26.48,48,0.6215,Master's,Self-employed,Married,Yes,Yes,Home,No,1
LN001081,35,55901,25868,558,42,5,14.81,60,0.0937,Master's,Part-time,Single,No,No,Personal,No,0
LN001082,42,92030,140171,614,39,3,12.84,360,0.0513,PhD,Self-employed,Married,Yes,No,Business,No,1
LN001083,41,23588,28440,582,21,9,15.85,240,0.0611,High School,Full-time,Single,Yes,Yes,Auto,Yes,0
LN001084,37,63145,48598,745,111,0,11.24,24,0.3884,Bachelor's,Full-time,Married,No,Yes,Auto,No,0
LN001085,26,36157,16893,637,82,2,13.47,240,0.0236,Bachelor's,Full-time,Single,Yes,Yes,Personal,Yes,0
LN001086,62,16054,7013,836,1,16,3.95,48,0.1096,PhD,Unemployed,Married,No,No,Personal,Yes,0
LN001087,23,119050,61398,554,152,18,17.12,48,0.1308,Master's,Self-employed,Single,No,No,Personal,No,1
LN001088,28,33242,13447,712,82,0,9.22,360,0.0136,High School,Full-time,Married,Yes,Yes,Personal,No,1
LN001089,18,30685,54669,579,88,13,16.84,36,0.6022,Bachelor's,Part-time,Married,Yes,Yes,Business,No,1
LN001090,31,70653,126258,713,78,10,9.47,120,0.1801,Bachelor's,Self-employed,Single,No,Yes,Business,No,0
LN001091,18,69775,24430,776,55,16,7.1,360,0.0117,Bachelor's,Self-employed,Married,No,No,Personal,No,0
LN001092,27,75858,51657,531,96,0,18.48,360,0.023,Master's,Full-time,Divorced,No,Yes,Auto,No,0
LN001093,41,27355,7785,765,1,13,7.26,120,0.0286,High School,Full-time,Single,Yes,Yes,Personal,No,1
LN001094,34,5328,3298,590,0,15,15.87,12,0.6272,Bachelor's,Unemployed,Married,No,No,Education,Yes,0
LN001095,32,77658,90495,705,63,13,10.84,120,0.1176,Master's,Full-time,Single,No,Yes,Business,No,0
LN001096,27,26900,53270,678,48,11,12.69,180,0.1334,Bachelor's,Part-time,Married,No,Yes,Home,No,0
LN001097,41,31041,115057,722,87,12,9.1,60,0.7469,Bachelor's,Part-time,Single,No,Yes,Home,No,1
LN001098,36,121551,40894,444,43,6,21.12,24,0.1712,Master's,Self-employed,Married,No,Yes,Education,No,0
LN001099,34,5563,1241,695,1,5,10.9,48,0.0563,Bachelor's,Unemployed,Married,Yes,Yes,Personal,No,1
LN001100,31,82866,45746,701,132,14,11.86,60,0.1115,Master's,Full-time,Single,Yes,No,Auto,No,0
LN001101,44,13560,10123,374,67,2,27.8,360,0.0255,High School,Part-time,Single,Yes,No,Auto,No,1
LN001102,20,36904,70706,628,26,3,12.74,60,0.3873,High School,Self-employed,Divorced,No,Yes,Business,Yes,0
LN001103,49,3756,19246,693,1,16,10.88,60,0.99,High School,Unemployed,Married,No,Yes,Home,Yes,1
LN001104,33,90032,322036,840,74,17,5.08,360,0.1197,PhD,Full-time,Married,No,No,Home,No,0
LN001105,23,124572,109141,617,64,16,13.96,48,0.2216,Master's,Full-time,Married,No,Yes,Auto,No,0
LN001106,50,57703,79179,683,28,5,10.25,120,0.1384,Bachelor's,Full-time,Single,Yes,No,Business,No,0
LN001107,39,35200,29808,636,49,16,12.94,120,0.0856,High School,Full-time,Married,No,No,Auto,Yes,0
LN001108,38,35201,7300,544,34,19,18.58,36,0.0702,High School,Self-employed,Married,Yes,Yes,Personal,No,0
LN001109,37,90184,33864,618,101,7,14.74,36,0.1267,Master's,Full-time,Married,No,No,Education,Yes,0
LN001110,24,8243,4219,308,3,11,27.7,60,0.1047,Bachelor's,Unemployed,Single,Yes,No,Personal,No,1
LN001111,46,49279,92698,545,68,14,16.09,240,0.0953,Bachelor's,Full-time,Married,No,Yes,Business,Yes,0
LN001112,29,62193,118260,695,114,7,13.46,240,0.0961,Bachelor's,Full-time,Married,No,Yes,Business,No,0
LN001113,18,75339,46649,504,15,9,19.17,360,0.021,Bachelor's,Self-employed,Married,Yes,No,Education,No,1
LN001114,27,27308,37766,631,2,5,14.07,120,0.1399,High School,Full-time,Married,No,Yes,Business,No,0
LN001115,30,49767,103119,539,55,12,16.12,36,0.7,Bachelor's,Full-time,Single,No,Yes,Business,No,0
LN001116,47,35977,19605,619,60,1,13.93,60,0.1103,Bachelor's,Part-time,Married,Yes,No,Personal,Yes,0
LN001117,27,72975,33381,303,24,15,27.6,360,0.0156,Bachelor's,Full-time,Married,No,No,Personal,No,1
LN001118,26,26729,12478,626,38,1,14.46,120,0.0472,High School,Full-time,Married,No,No,Education,No,0
LN001119,42,35646,13246,759,49,9,7.38,360,0.0125,High School,Full-time,Divorced,Yes,No,Personal,Yes,0
LN001120,55,21307,36122,673,57,18,11.9,48,0.428,High School,Part-time,Married,No,Yes,Business,No,1
LN001121,43,43019,184401,779,99,5,6.9,36,0.99,High School,Full-time,Single,Yes,Yes,Home,No,0
LN001122,41,18938,30676,672,95,12,11.07,240,0.0817,High School,Part-time,Single,Yes,No,Business,No,0
LN001123,38,38451,102013,559,52,6,14.57,60,0.5371,Bachelor's,Part-time,Married,Yes,No,Home,Yes,0
LN001124,31,68895,36850,591,105,1,14.29,48,0.1353,Bachelor's,Self-employed,Married,Yes,Yes,Auto,Yes,0
LN001125,35,29568,46841,601,71,8,13.52,48,0.4005,High School,Self-employed,Married,No,No,Business,Yes,0
LN001126,56,40507,16991,517,97,18,17.97,12,0.4257,High School,Full-time,Married,No,Yes,Personal,No,0
LN001127,44,50274,78042,714,64,16,8.67,120,0.1564,Bachelor's,Full-time,Married,Yes,Yes,Business,No,0
LN001128,38,29175,36796,794,56,7,5.8,36,0.4224,High School,Full-time,Single,No,No,Business,No,1
LN001129,25,68059,128616,719,78,11,11.09,120,0.1907,Bachelor's,Full-time,Single,No,Yes,Business,No,0
LN001130,34,107827,60496,632,22,18,15.12,24,0.2841,PhD,Full-time,Divorced,No,No,Personal,No,0
LN001131,38,45807,147174,720,51,1,8.88,180,0.2158,Bachelor's,Full-time,Married,No,No,Home,No,0
LN001132,47,86192,73551,650,88,0,11.95,360,0.0287,Master's,Full-time,Married,Yes,Yes,Auto,Yes,0
LN001133,42,54564,95961,669,43,8,12.32,48,0.4442,Bachelor's,Self-employed,Single,No,No,Business,No,0
LN001134,36,3000,3867,586,2,1,16.49,12,0.99,High School,Unemployed,Married,Yes,Yes,Business,No,0
LN001135,38,34652,30047,624,110,6,13.69,120,0.0877,Bachelor's,Part-time,Single,No,No,Business,No,1
LN001136,47,62580,34815,686,108,9,11.38,180,0.0374,Bachelor's,Self-employed,Divorced,No,No,Education,No,0
LN001137,36,15891,8790,409,106,1,24.76,120,0.0565,High School,Part-time,Married,No,No,Auto,No,0
LN001138,28,72692,35342,556,104,17,15.98,240,0.0246,Master's,Full-time,Married,Yes,No,Education,No,0
LN001139,18,35735,14875,333,15,12,27.48,36,0.1419,High School,Full-time,Divorced,No,No,Personal,Yes,0
LN001140,44,9115,6022,432,0,17,22.75,48,0.1683,Bachelor's,Unemployed,Married,No,No,Education,No,1
LN001141,41,48759,43621,843,111,2,3.0,120,0.0897,Bachelor's,Full-time,Divorced,No,Yes,Auto,Yes,0
LN001142,40,36498,202015,634,50,7,12.65,36,0.99,High School,Full-time,Married,Yes,No,Home,No,0
LN001143,28,21628,31466,681,26,10,9.99,120,0.1467,High School,Part-time,Single,Yes,No,Business,No,1
LN001144,47,102670,40726,701,59,7,11.72,48,0.1001,PhD,Full-time,Married,Yes,No,Personal,No,1
LN001145,18,96879,49007,668,34,7,12.92,24,0.2557,PhD,Full-time,Married,Yes,Yes,Education,No,0
LN001146,38,58745,326200,420,78,15,20.67,36,0.99,Bachelor's,Self-employed,Married,Yes,No,Home,No,0
LN001147,34,48121,34471,471,134,5,22.16,24,0.3648,High School,Self-employed,Single,No,Yes,Education,Yes,1
LN001148,40,56717,207655,819,17,18,5.87,60,0.7358,Bachelor's,Full-time,Single,Yes,No,Home,No,0
LN001149,34,21728,11148,660,1,14,15.06,48,0.1299,Bachelor's,Full-time,Married,No,Yes,Personal,No,0
LN001150,38,64715,36135,720,1,0,9.05,360,0.0188,Bachelor's,Self-employed,Single,Yes,No,Education,No,0
LN001151,28,33057,29752,738,23,5,9.74,60,0.1815,High School,Full-time,Married,No,No,Business,No,0
LN001152,36,82884,207593,664,98,4,10.64,180,0.1685,Master's,Self-employed,Married,No,Yes,Home,No,0
LN001153,25,4056,15607,581,1,19,13.96,120,0.3893,High School,Unemployed,Married,Yes,No,Home,No,0
LN001154,34,113313,49929,616,43,19,12.7,60,0.0891,PhD,Full-time,Single,Yes,Yes,Personal,No,0
LN001155,30,67491,56476,800,43,5,7.08,36,0.2806,Bachelor's,Self-employed,Married,No,No,Auto,No,0
LN001156,42,68540,65260,789,108,0,6.32,60,0.1914,Bachelor's,Full-time,Divorced,Yes,No,Auto,Yes,0
LN001157,47,45115,20414,798,16,0,6.84,120,0.0455,Bachelor's,Self-employed,Single,No,Yes,Personal,No,0
LN001158,18,26588,15921,570,10,13,16.64,180,0.0405,High School,Full-time,Married,Yes,Yes,Education,No,1
LN001159,27,106435,330516,631,1,16,14.27,240,0.1571,PhD,Full-time,Single,No,No,Home,No,0
LN001160,18,105590,108448,671,1,7,13.67,360,0.0346,Master's,Self-employed,Married,Yes,No,Auto,Yes,0
LN001161,25,9852,6511,765,3,6,6.34,240,0.0332,Master's,Unemployed,Married,No,No,Education,No,0
LN001162,27,112922,423095,729,33,18,9.39,120,0.3776,Master's,Self-employed,Married,No,Yes,Home,Yes,0
LN001163,53,62633,193532,610,88,8,14.24,120,0.3127,PhD,Part-time,Married,No,Yes,Home,No,1
LN001164,36,55096,122256,700,63,4,11.67,24,0.99,Master's,Part-time,Married,No,Yes,Home,Yes,0
LN001165,27,64868,183059,689,1,10,12.35,36,0.9504,Bachelor's,Self-employed,Single,Yes,No,Home,Yes,0
LN001166,19,48584,20931,768,18,12,5.1,240,0.0216,Bachelor's,Full-time,Married,No,Yes,Business,No,0
LN001167,55,18254,26331,633,65,11,13.49,60,0.2917,High School,Part-time,Single,No,No,Business,No,0
LN001168,41,68682,55645,536,52,14,19.45,120,0.0823,Bachelor's,Full-time,Single,No,No,Education,No,1
LN001169,34,39339,108112,790,8,19,7.28,60,0.553,Bachelor's,Part-time,Married,Yes,No,Home,No,0
LN001170,36,30134,90344,718,1,14,8.94,60,0.6041,High School,Self-employed,Divorced,Yes,No,Home,Yes,0
LN001171,41,50173,39191,673,89,9,12.51,240,0.0395,Bachelor's,Self-employed,Single,Yes,No,Auto,No,0
LN001172,44,34572,14989,688,46,3,10.11,36,0.1457,High School,Full-time,Married,Yes,No,Personal,No,0
LN001173,58,43349,12826,692,1,13,10.88,36,0.0995,High School,Full-time,Divorced,No,No,Personal,No,1
LN001174,24,96228,161366,690,34,17,9.9,240,0.0845,Master's,Full-time,Married,No,Yes,Business,No,1
LN001175,47,52904,77032,660,81,6,12.52,60,0.2943,Bachelor's,Self-employed,Married,No,Yes,Business,No,0
LN001176,46,54403,28495,518,1,9,18.52,60,0.1064,Bachelor's,Self-employed,Single,No,No,Personal,No,0
LN001177,18,58553,71063,318,79,10,28.64,60,0.2485,Bachelor's,Full-time,Single,Yes,No,Business,No,1
LN001178,30,85304,273088,785,1,6,7.85,60,0.6445,Master's,Full-time,Single,No,No,Home,No,0
LN001179,47,120109,122923,439,16,2,19.77,360,0.0347,Master's,Self-employed,Married,No,No,Auto,No,1
LN001180,41,5861,1992,799,0,2,8.19,12,0.3422,Bachelor's,Unemployed,Married,Yes,Yes,Personal,No,0
LN001181,29,66295,26857,317,97,18,26.88,180,0.0276,Bachelor's,Full-time,Married,Yes,No,Personal,No,1
LN001182,54,31491,15276,588,33,4,14.84,48,0.1228,Bachelor's,Part-time,Married,Yes,Yes,Personal,No,0
LN001183,46,59456,13439,607,114,11,14.04,24,0.1143,Bachelor's,Full-time,Married,Yes,Yes,Personal,Yes,0
LN001184,27,35264,15669,679,100,14,12.32,60,0.0898,High School,Full-time,Married,Yes,Yes,Personal,No,0
LN001185,23,34231,14041,695,50,4,11.88,48,0.1036,Bachelor's,Full-time,Married,No,Yes,Personal,No,0
LN001186,46,34646,26837,602,27,11,16.23,120,0.0785,High School,Full-time,Divorced,Yes,Yes,Auto,No,0
LN001187,36,34240,33179,689,71,18,13.11,180,0.0653,High School,Full-time,Married,No,Yes,Auto,No,0
LN001188,39,85268,41028,408,1,9,24.07,48,0.1227,Master's,Self-employed,Single,No,Yes,Personal,No,0
LN001189,43,65441,36297,819,24,0,5.86,48,0.1393,Master's,Self-employed,Married,No,No,Personal,No,0
LN001190,48,45076,22257,675,67,13,12.21,60,0.0998,High School,Self-employed,Divorced,No,No,Auto,No,0
LN001191,46,31095,15927,792,84,19,7.46,48,0.1288,Master's,Part-time,Single,No,No,Education,No,0
LN001192,56,27318,7178,706,9,12,12.29,60,0.0531,High School,Full-time,Married,No,No,Personal,No,0
LN001193,24,87162,38156,538,14,4,16.31,240,0.0222,Bachelor's,Full-time,Married,No,Yes,Personal,Yes,0
LN001194,42,48044,17806,688,108,2,9.66,240,0.0187,Bachelor's,Full-time,Married,Yes,No,Personal,No,0
LN001195,38,74560,48092,796,96,14,6.19,48,0.1621,Master's,Full-time,Single,No,No,Auto,No,1
LN001196,40,77645,134600,368,46,8,23.21,36,0.589,Master's,Full-time,Single,No,Yes,Business,No,1
LN001197,40,64626,22426,371,79,12,24.54,12,0.3541,Bachelor's,Full-time,Single,No,Yes,Personal,No,1
LN001198,41,29235,18804,571,44,7,15.86,360,0.0217,High School,Self-employed,Single,No,Yes,Education,No,0
LN001199,48,18278,35885,543,110,14,17.61,360,0.0664,High School,Part-time,Divorced,No,Yes,Business,Yes,0
LN001200,38,47889,98462,583,18,18,17.99,48,0.5217,Master's,Part-time,Single,Yes,Yes,Business,Yes,0
LN001201,18,36043,35723,563,66,12,14.82,60,0.2007,High School,Full-time,Married,Yes,No,Business,No,0
LN001202,24,71479,97405,550,86,16,16.68,48,0.3454,Master's,Full-time,Married,No,No,Business,No,0
LN001203,35,35819,18357,694,151,2,8.88,60,0.1033,High School,Self-employed,Single,No,No,Education,No,1
LN001204,54,41856,119990,776,72,18,6.7,180,0.1922,High School,Full-time,Married,Yes,No,Home,No,0
LN001205,19,55503,101970,502,69,15,18.86,360,0.0622,Bachelor's,Full-time,Divorced,Yes,No,Business,No,1
LN001206,52,29954,23135,694,42,5,12.0,60,0.156,High School,Self-employed,Single,No,No,Auto,No,1
LN001207,36,39730,20750,523,46,0,18.93,60,0.1061,Bachelor's,Part-time,Divorced,No,No,Education,No,0
LN001208,39,53681,268085,574,9,0,15.28,36,0.99,Bachelor's,Self-employed,Single,Yes,No,Home,No,1
LN001209,28,9746,7903,604,2,19,13.97,180,0.0547,PhD,Unemployed,Married,No,Yes,Auto,No,1
LN001210,57,32966,16131,766,56,3,8.88,60,0.0986,High School,Full-time,Married,No,No,Personal,No,0
LN001211,55,34807,15818,708,107,10,9.39,240,0.0229,High School,Full-time,Divorced,No,No,Personal,Yes,0
LN001212,52,39612,19863,783,21,8,5.04,48,0.1259,High School,Full-time,Married,No,Yes,Education,No,0
LN001213,40,65970,260661,680,82,8,10.3,12,0.99,Master's,Full-time,Married,Yes,No,Home,No,0
LN001214,18,39796,31195,701,142,10,11.55,360,0.0264,High School,Full-time,Married,No,No,Education,No,1
LN001215,40,25540,25316,642,33,2,15.0,60,0.2007,High School,Full-time,Married,No,No,Business,No,0
LN001216,50,119940,78938,723,61,2,11.03,36,0.2214,PhD,Self-employed,Married,No,Yes,Auto,No,0
LN001217,44,40451,29190,714,102,17,11.04,60,0.1457,Bachelor's,Full-time,Married,No,No,Education,No,0
LN001218,48,17198,10204,595,10,7,13.54,36,0.2,High School,Part-time,Divorced,No,Yes,Education,No,0
LN001219,44,87672,307068,724,58,6,11.12,48,0.8837,Bachelor's,Full-time,Married,No,No,Home,No,0
LN001220,29,56032,21783,594,19,11,14.06,36,0.1311,Bachelor's,Full-time,Single,No,No,Personal,Yes,0
LN001221,40,73975,192227,591,38,10,13.49,12,0.99,Bachelor's,Self-employed,Married,No,Yes,Home,Yes,0
LN001222,41,59893,213693,533,82,9,19.54,120,0.3626,Master's,Full-time,Married,No,No,Home,No,0
LN001223,28,83579,30230,535,29,18,15.42,12,0.3663,Master's,Self-employed,Married,No,Yes,Personal,Yes,0
LN001224,35,64013,20612,610,99,5,14.14,36,0.1086,Bachelor's,Self-employed,Married,Yes,Yes,Education,No,0
LN001225,44,16643,6468,701,39,1,9.51,60,0.0783,High School,Part-time,Single,No,No,Personal,No,0
LN001226,40,69157,32275,755,75,1,10.41,240,0.0235,Master's,Full-time,Single,No,Yes,Personal,Yes,0
LN001227,26,12971,20034,719,2,11,9.35,36,0.5189,PhD,Unemployed,Married,No,No,Business,Yes,0
LN001228,39,98525,352817,631,140,5,13.31,120,0.3621,Master's,Self-employed,Married,No,No,Home,No,0
LN001229,54,33575,48542,666,59,8,10.98,24,0.7295,High School,Full-time,Single,Yes,Yes,Business,No,0
LN001230,25,87570,54302,481,88,14,21.0,120,0.0631,Master's,Self-employed,Single,No,Yes,Auto,No,0
LN001231,35,16599,7340,629,37,9,14.48,180,0.0298,High School,Part-time,Single,Yes,No,Personal,Yes,0
LN001232,53,108835,77374,739,56,1,7.95,48,0.1789,PhD,Full-time,Single,Yes,No,Business,No,0
LN001233,38,56303,32902,601,17,19,15.69,240,0.0296,Bachelor's,Full-time,Single,No,No,Auto,No,0
LN001234,41,105440,64711,791,176,19,5.7,360,0.0206,PhD,Self-employed,Married,No,Yes,Education,Yes,0
LN001235,48,3073,6293,634,1,11,12.74,60,0.4139,High School,Unemployed,Married,No,Yes,Home,No,0
LN001236,51,51242,54763,394,69,17,24.08,60,0.218,Bachelor's,Full-time,Married,Yes,Yes,Auto,Yes,1
LN001237,43,69406,41920,643,66,11,12.74,36,0.2035,Bachelor's,Full-time,Divorced,No,No,Auto,No,0
LN001238,40,4280,4787,344,2,13,27.78,36,0.3815,High School,Unemployed,Married,No,No,Business,No,1
LN001239,48,90777,279793,656,53,8,13.44,36,0.99,Master's,Full-time,Married,Yes,No,Home,No,0
LN001240,56,52259,243242,417,31,17,24.45,24,0.99,Bachelor's,Full-time,Married,No,No,Home,No,0
LN001241,38,32534,57069,682,120,13,11.15,24,0.8852,High School,Self-employed,Divorced,Yes,No,Business,Yes,0
LN001242,25,34906,23892,701,58,8,9.89,240,0.0345,High School,Full-time,Single,Yes,No,Education,No,0
LN001243,39,74109,102898,759,44,16,9.1,60,0.2798,Bachelor's,Self-employed,Divorced,Yes,No,Business,Yes,0
LN001244,41,72389,229120,698,31,1,8.7,360,0.1063,Bachelor's,Full-time,Single,Yes,No,Home,No,0
LN001245,46,41535,45587,532,90,5,19.65,60,0.2231,Bachelor's,Part-time,Married,No,Yes,Education,Yes,0
LN001246,18,40588,185846,559,95,16,15.34,12,0.99,High School,Full-time,Married,Yes,Yes,Home,Yes,0
LN001247,31,53186,93363,442,33,18,22.47,48,0.4471,Bachelor's,Full-time,Divorced,No,No,Business,No,1
LN001248,26,68624,37370,691,104,4,9.73,360,0.0183,Bachelor's,Full-time,Single,No,Yes,Personal,No,0
LN001249,18,51952,89570,677,36,14,9.47,36,0.5792,Bachelor's,Full-time,Single,No,No,Business,No,0
LN001250,32,110809,73522,721,52,0,8.08,60,0.1336,Master's,Self-employed,Single,No,No,Auto,No,0
LN001251,42,101922,173317,833,1,4,5.84,120,0.1709,Master's,Full-time,Single,No,Yes,Business,No,0
LN001252,32,74965,292882,731,26,15,8.46,36,0.99,Bachelor's,Self-employed,Married,No,Yes,Home,No,0
LN001253,50,61140,145953,785,18,8,5.97,24,0.99,Bachelor's,Full-time,Single,Yes,Yes,Home,No,0
LN001254,25,122414,56310,732,88,9,8.69,36,0.1544,PhD,Self-employed,Married,Yes,Yes,Personal,Yes,0
LN001255,60,119095,312535,575,70,1,15.56,240,0.1329,Master's,Full-time,Divorced,No,No,Home,Yes,1
LN001256,43,11043,3505,525,2,5,18.98,240,0.0161,Master's,Unemployed,Single,No,No,Personal,No,0
LN001257,37,66073,105656,749,41,4,8.58,60,0.3221,Master's,Self-employed,Married,No,No,Business,No,0
LN001258,28,33676,14097,716,36,8,7.67,360,0.014,Bachelor's,Part-time,Married,Yes,Yes,Personal,No,0
LN001259,35,31595,41613,632,49,11,15.37,24,0.667,High School,Self-employed,Married,No,Yes,Business,Yes,0
LN001260,45,13639,7942,682,76,3,9.82,120,0.0587,High School,Part-time,Married,Yes,No,Education,No,0
LN001261,33,64577,286876,715,25,4,12.21,36,0.99,Master's,Full-time,Married,No,No,Home,No,0
LN001262,56,108725,99253,329,95,1,28.61,120,0.0935,Master's,Full-time,Single,Yes,Yes,Auto,No,1
LN001263,37,87483,24949,446,58,4,20.46,48,0.0725,Master's,Self-employed,Single,Yes,Yes,Personal,Yes,0
LN001264,37,119169,49559,571,99,6,15.16,60,0.0842,PhD,Full-time,Single,No,No,Personal,No,0
LN001265,59,12742,22443,657,2,19,13.81,180,0.1188,PhD,Unemployed,Single,No,Yes,Business,No,1
LN001266,18,62764,24073,847,25,16,3.52,120,0.0385,Bachelor's,Self-employed,Divorced,No,No,Personal,No,0
LN001267,36,52882,25638,691,19,6,10.12,24,0.2445,Bachelor's,Self-employed,Married,No,No,Personal,No,0
LN001268,35,52210,67686,614,68,13,14.18,12,0.99,Bachelor's,Full-time,Single,No,No,Business,No,0
LN001269,36,91771,59390,821,137,6,4.17,48,0.1624,Master's,Full-time,Divorced,Yes,No,Auto,No,0
LN001270,57,53960,17584,536,91,15,19.02,60,0.0662,Bachelor's,Full-time,Married,No,Yes,Personal,No,0
LN001271,44,24787,37361,826,50,13,5.29,24,0.757,High School,Full-time,Single,No,No,Business,Yes,0
LN001272,32,41560,43062,504,82,16,18.96,240,0.0526,High School,Full-time,Married,No,Yes,Business,Yes,1
LN001273,36,6800,31636,838,1,19,6.52,120,0.4678,Bachelor's,Unemployed,Single,No,No,Home,No,0
LN001274,45,73830,58807,570,155,18,18.26,60,0.1617,Bachelor's,Full-time,Single,No,No,Auto,No,0
LN001275,51,73239,76549,504,29,7,20.47,60,0.2126,Bachelor's,Full-time,Married,Yes,No,Business,No,0
LN001276,23,136433,87412,671,1,16,12.74,12,0.6475,PhD,Full-time,Married,No,Yes,Education,No,0
LN001277,44,68120,44587,510,59,5,16.66,360,0.0221,Master's,Self-employed,Divorced,No,No,Auto,No,0
LN001278,25,35818,63043,796,14,2,5.69,60,0.3537,Bachelor's,Full-time,Married,No,No,Business,No,0
LN001279,24,36758,46679,755,86,12,11.15,360,0.0427,High School,Full-time,Single,No,Yes,Business,Yes,0
LN001280,32,24601,10739,637,104,14,12.43,48,0.1103,High School,Part-time,Married,No,No,Education,No,0
LN001281,41,57143,195924,674,94,19,11.01,60,0.692,Bachelor's,Self-employed,Divorced,No,Yes,Home,Yes,0
LN001282,49,47398,145804,712,100,6,8.65,360,0.1033,Master's,Full-time,Divorced,No,No,Home,No,0
LN001283,52,15973,3831,596,33,0,16.81,360,0.01,High School,Part-time,Married,No,No,Personal,Yes,0
LN001284,40,64584,176785,694,71,18,10.29,60,0.5522,Bachelor's,Self-employed,Married,Yes,No,Home,No,0
LN001285,40,15542,22517,582,29,5,14.45,180,0.0977,High School,Full-time,Single,No,Yes,Business,No,1
LN001286,75,34154,20513,548,38,3,19.41,36,0.2034,Bachelor's,Part-time,Divorced,No,No,Education,No,1
LN001287,34,41347,52159,833,106,11,4.57,60,0.2533,High School,Self-employed,Married,No,No,Business,No,0
LN001288,41,52113,33934,809,129,10,4.68,60,0.1307,Bachelor's,Full-time,Married,Yes,No,Education,No,0
LN001289,36,46639,198703,654,111,11,13.56,24,0.99,Bachelor's,Self-employed,Married,No,Yes,Home,Yes,0
LN001290,37,84109,95518,647,1,9,13.4,240,0.0574,Master's,Self-employed,Single,Yes,No,Business,No,1
LN001291,18,26676,24573,358,63,16,24.85,120,0.094,High School,Full-time,Single,No,No,Auto,No,1
LN001292,36,74972,20738,726,121,8,9.25,60,0.0557,Master's,Full-time,Divorced,No,No,Personal,No,0
LN001293,34,30929,53780,781,72,10,8.22,180,0.1167,High School,Self-employed,Divorced,No,No,Business,Yes,0
LN001294,18,60984,23893,824,71,15,4.86,36,0.1311,Bachelor's,Self-employed,Married,No,No,Personal,No,0
